
Analise  de Dados com Kruskal-Wallis para amostras nao parametricas
    algo   a  b       tmin nfo      time
 Min.   : 428.6  
 1st Qu.: 770.8  
 Median : 897.7  
 Mean   : 851.0  
 3rd Qu.: 947.7  
 Max.   :1032.4  

	Shapiro-Wilk normality test

data:  data[[vardata]]
W = 0.38629, p-value < 2.2e-16

Warning message:
In leveneTest.default(y = y, group = group, ...) : group coerced to factor.
Levene's Test for Homogeneity of Variance (center = median)
       Df F value    Pr(>F)    
group   7  4.8802 3.718e-05 ***
      232                      
---
Signif. codes:  0 ‘***’ 0.001 ‘**’ 0.01 ‘*’ 0.05 ‘.’ 0.1 ‘ ’ 1

	Kruskal-Wallis rank sum test

data:  tmin by algo
Kruskal-Wallis chi-squared = 88.101, df = 7, p-value = 3.035e-16

Warning message:
algo was coerced to a factor. 
Dunn (1964) Kruskal-Wallis multiple comparison
  p-values adjusted with the Benjamini-Hochberg method.

    Comparison          Z      P.unadj        P.adj
1  ED11 - ED13  0.0297063 9.763013e-01 9.763013e-01
2  ED11 - ED21 -3.1728611 1.509447e-03 3.018895e-03
3  ED13 - ED21 -3.2025674 1.362084e-03 2.933720e-03
4  ED11 - ED23 -3.6036024 3.138370e-04 9.763819e-04
5  ED13 - ED23 -3.6333087 2.798099e-04 9.793348e-04
6  ED21 - ED23 -0.4307413 6.666565e-01 8.888753e-01
7  ED11 - ED31 -2.7946771 5.195158e-03 8.081357e-03
8  ED13 - ED31 -2.8243834 4.737169e-03 7.802396e-03
9  ED21 - ED31  0.3781840 7.052939e-01 8.586187e-01
10 ED23 - ED31  0.8089253 4.185581e-01 5.859813e-01
11 ED11 - ED33 -6.8130251 9.556748e-12 8.919631e-11
12 ED13 - ED33 -6.8427314 7.769727e-12 1.087762e-10
13 ED21 - ED33 -3.6401640 2.724645e-04 1.089858e-03
14 ED23 - ED33 -3.2094227 1.330018e-03 3.103376e-03
15 ED31 - ED33 -4.0183480 5.860759e-05 3.282025e-04
16 ED11 - ED41  0.2159419 8.290330e-01 9.285170e-01
17 ED13 - ED41  0.1862356 8.522600e-01 8.838252e-01
18 ED21 - ED41  3.3888030 7.019842e-04 1.786869e-03
19 ED23 - ED41  3.8195443 1.336984e-04 6.239260e-04
20 ED31 - ED41  3.0106190 2.607158e-03 4.866694e-03
21 ED33 - ED41  7.0289670 2.080682e-12 5.825909e-11
22 ED11 - ED43 -0.1862356 8.522600e-01 9.178184e-01
23 ED13 - ED43 -0.2159419 8.290330e-01 9.672052e-01
24 ED21 - ED43  2.9866254 2.820751e-03 4.936314e-03
25 ED23 - ED43  3.4173668 6.323004e-04 1.770441e-03
26 ED31 - ED43  2.6084414 9.095558e-03 1.340398e-02
27 ED33 - ED43  6.6267894 3.430665e-11 2.401465e-10
28 ED41 - ED43 -0.4021776 6.875534e-01 8.750679e-01
  Group Letter MonoLetter
1  ED11      a        a  
2  ED13      a        a  
3  ED21      b         b 
4  ED23      b         b 
5  ED31      b         b 
6  ED33      c          c
7  ED41      a        a  
8  ED43      a        a  
