
Analise  de Dados com Kruskal-Wallis para amostras nao parametricas
    algo  ab       tmin nfo     time
100 ED41  13 0.05262561  45 14.74690
101 ED41  14 0.05151055  45 14.84451
102 ED41  17 0.05306956  45 17.88498
103 ED41   2 0.06523808  45 18.08063
104 ED41  15 0.05137355  45 14.49650
105 ED41  14 0.05151055  45 17.95235
106 ED41  14 0.05151055  45 15.73197
107 ED41  15 0.05137355  45 15.45949
108 ED41  14 0.05151055  45 15.75018
109 ED41  15 0.05137355  45 19.00433
110 ED41  52 0.07895378  45 15.06267
111 ED41  15 0.05137355  45 15.46964
112 ED41  15 0.05137355  45 14.91413
113 ED41  14 0.05151055  45 17.40256
114 ED41  13 0.05262561  45 18.27421
115 ED41  15 0.05137355  45 16.01891
116 ED41  15 0.05137355  45 14.97712
117 ED41  52 0.07895378  45 14.87296
118 ED41  17 0.05306956  45 15.71204
119 ED41  16 0.05222654  45 17.34499
120 ED41  15 0.05137355  45 15.74985
121 ED12  15 0.05137355  45 17.17812
122 ED12  15 0.05137355  45 15.58360
123 ED12  15 0.05137355  45 15.14987
124 ED12  14 0.05151055  45 14.97457
125 ED12  15 0.05137355  45 15.65507
126 ED12  22 0.05714748  45 16.15348
127 ED12  20 0.05554198  45 14.89854
128 ED12  16 0.05222654  45 16.14336
129 ED12  14 0.05151055  45 15.26377
130 ED12  14 0.05151055  45 16.07356
131 ED12  12 0.05374993  45 15.55562
132 ED12  16 0.05222654  45 16.76854
133 ED12  14 0.05151055  45 15.30465
134 ED12  16 0.05222654  45 15.32173
135 ED12  13 0.05262561  45 15.21730
136 ED12  17 0.05306956  45 15.34031
137 ED12  14 0.05151055  45 15.25999
138 ED12  13 0.05262561  45 15.05194
139 ED12  16 0.05222654  45 15.96333
140 ED12  14 0.05151055  45 14.96567
141 ED12  17 0.05306956  45 15.11110
142 ED12  15 0.05137355  45 15.74680
143 ED12  13 0.05262561  45 20.95834
144 ED12  15 0.05137355  45 14.96829
145 ED12  13 0.05262561  45 15.74912
146 ED12  12 0.05374993  45 16.09740
147 ED12  14 0.05151055  45 15.00446
148 ED12  16 0.05222654  45 15.24507
149 ED12  15 0.05137355  45 15.41476
150 ED12  15 0.05137355  45 15.61287
151 ED22   7 0.05946044  45 19.09220
152 ED22  15 0.05137355  45 18.04133
153 ED22  15 0.05137355  45 15.23157
154 ED22  10 0.05601938  45 15.25483
155 ED22  15 0.05137355  45 15.00353
156 ED22  15 0.05137355  45 14.75661
157 ED22  16 0.05222654  45 15.71502
158 ED22  14 0.05151055  45 15.32505
159 ED22  14 0.05151055  45 14.88967
160 ED22  10 0.05601938  45 14.78469
161 ED22  15 0.05137355  45 16.25773
162 ED22  15 0.05137355  45 16.09622
163 ED22  16 0.05222654  45 14.67407
164 ED22  13 0.05262561  45 15.35198
165 ED22  14 0.05151055  45 14.76955
166 ED22  15 0.05137355  45 15.03895
167 ED22  15 0.05137355  45 15.22589
168 ED22  17 0.05306956  45 15.09639
169 ED22  14 0.05151055  45 14.71507
170 ED22  15 0.05137355  45 15.08431
171 ED22  15 0.05137355  45 15.30916
172 ED22  15 0.05137355  45 15.86081
173 ED22  15 0.05137355  45 21.06888
174 ED22  13 0.05262561  45 15.99100
175 ED22  16 0.05222654  45 15.23343
176 ED22  15 0.05137355  45 16.52097
177 ED22  17 0.05306956  45 18.03109
178 ED22  16 0.05222654  45 15.22055
179 ED22  12 0.05374993  45 15.40363
180 ED22  21 0.05634866  45 16.51402
181 ED32  15 0.05137355  45 18.64637
182 ED32  26 0.06026992  45 15.59303
183 ED32  13 0.05262561  45 15.87144
184 ED32  15 0.05137355  45 15.24356
185 ED32  15 0.05137355  45 15.24828
186 ED32  15 0.05137355  45 15.29439
187 ED32  16 0.05222654  45 14.87270
188 ED32  13 0.05262561  45 15.40313
189 ED32  15 0.05137355  45 14.97994
190 ED32 -39 0.12404339  45 15.69237
191 ED32  12 0.05374993  45 16.70878
192 ED32  15 0.05137355  45 15.45692
193 ED32  15 0.05137355  45 14.66934
194 ED32  14 0.05151055  45 14.95678
195 ED32  13 0.05262561  45 14.71814
196 ED32  14 0.05151055  45 14.77395
197 ED32  15 0.05137355  45 15.50634
198 ED32  18 0.05390268  45 14.97747
199 ED32  15 0.05137355  45 15.71760
200 ED32  15 0.05137355  45 14.77583
 [ reached 'max' / getOption("max.print") -- omitted 280 rows ]
     algo                 ab           tmin              nfo          time      
 Length:480         Min.   :-39   Min.   :0.05137   Min.   :45   Min.   :14.10  
 Class :character   1st Qu.: 14   1st Qu.:0.05137   1st Qu.:45   1st Qu.:15.13  
 Mode  :character   Median : 15   Median :0.05223   Median :45   Median :15.59  
                    Mean   : 16   Mean   :0.05463   Mean   :45   Mean   :16.13  
                    3rd Qu.: 16   3rd Qu.:0.05375   3rd Qu.:45   3rd Qu.:16.67  
                    Max.   : 52   Max.   :0.12404   Max.   :45   Max.   :22.03  

	Shapiro-Wilk normality test

data:  data[[vardata]]
W = 0.39091, p-value < 2.2e-16

Warning message:
In leveneTest.default(y = y, group = group, ...) : group coerced to factor.
Levene's Test for Homogeneity of Variance (center = median)
       Df F value  Pr(>F)  
group  15  1.5472 0.08496 .
      464                  
---
Signif. codes:  0 ‘***’ 0.001 ‘**’ 0.01 ‘*’ 0.05 ‘.’ 0.1 ‘ ’ 1

	Kruskal-Wallis rank sum test

data:  tmin by algo
Kruskal-Wallis chi-squared = 62.067, df = 15, p-value = 1.109e-07

Warning message:
algo was coerced to a factor. 
Dunn (1964) Kruskal-Wallis multiple comparison
  p-values adjusted with the Benjamini-Hochberg method.

     Comparison            Z      P.unadj       P.adj
1   ED11 - ED12  1.304268493 0.1921420540 0.360266351
2   ED11 - ED13  0.000000000 1.0000000000 1.000000000
3   ED12 - ED13 -1.304268493 0.1921420540 0.365984865
4   ED11 - ED14  1.304268493 0.1921420540 0.371887846
5   ED12 - ED14  0.000000000 1.0000000000 1.000000000
6   ED13 - ED14  1.304268493 0.1921420540 0.377984368
7   ED11 - ED21 -1.114418639 0.2650996306 0.467822878
8   ED12 - ED21 -2.418687132 0.0155766313 0.046729894
9   ED13 - ED21 -1.114418639 0.2650996306 0.474805309
10  ED14 - ED21 -2.418687132 0.0155766313 0.047928096
11  ED11 - ED22  1.833949584 0.0666614783 0.153834181
12  ED12 - ED22  0.529681091 0.5963330604 0.851904372
13  ED13 - ED22  1.833949584 0.0666614783 0.156850537
14  ED14 - ED22  0.529681091 0.5963330604 0.862168280
15  ED21 - ED22  2.948368223 0.0031945630 0.011979611
16  ED11 - ED23 -1.114418639 0.2650996306 0.481999328
17  ED12 - ED23 -2.418687132 0.0155766313 0.049189362
18  ED13 - ED23 -1.114418639 0.2650996306 0.489414703
19  ED14 - ED23 -2.418687132 0.0155766313 0.050518804
20  ED21 - ED23  0.000000000 1.0000000000 1.000000000
21  ED22 - ED23 -2.948368223 0.0031945630 0.012366050
22  ED11 - ED24  1.833949584 0.0666614783 0.159987548
23  ED12 - ED24  0.529681091 0.5963330604 0.872682527
24  ED13 - ED24  1.833949584 0.0666614783 0.163252600
25  ED14 - ED24  0.529681091 0.5963330604 0.883456386
26  ED21 - ED24  2.948368223 0.0031945630 0.012778252
27  ED22 - ED24  0.000000000 1.0000000000 1.000000000
28  ED23 - ED24  2.948368223 0.0031945630 0.013218882
29  ED11 - ED31 -1.782690123 0.0746367600 0.149273520
30  ED12 - ED31 -3.086958616 0.0020221575 0.012132945
31  ED13 - ED31 -1.782690123 0.0746367600 0.151803580
32  ED14 - ED31 -3.086958616 0.0020221575 0.012771521
33  ED21 - ED31 -0.668271484 0.5039603125 0.839933854
34  ED22 - ED31 -3.616639707 0.0002984523 0.002984523
35  ED23 - ED31 -0.668271484 0.5039603125 0.851763908
36  ED24 - ED31 -3.616639707 0.0002984523 0.003255843
37  ED11 - ED32  1.870021056 0.0614808940 0.167675165
38  ED12 - ED32  0.565752563 0.5715619978 0.902466312
39  ED13 - ED32  1.870021056 0.0614808940 0.171574588
40  ED14 - ED32  0.565752563 0.5715619978 0.914499196
41  ED21 - ED32  2.984439695 0.0028409820 0.014204910
42  ED22 - ED32  0.036071472 0.9712253695 1.000000000
43  ED23 - ED32  2.984439695 0.0028409820 0.014822515
44  ED24 - ED32  0.036071472 0.9712253695 1.000000000
45  ED31 - ED32  3.652711179 0.0002594860 0.007784581
46  ED11 - ED33 -1.782690123 0.0746367600 0.154420883
47  ED12 - ED33 -3.086958616 0.0020221575 0.013481050
48  ED13 - ED33 -1.782690123 0.0746367600 0.157130021
49  ED14 - ED33 -3.086958616 0.0020221575 0.014274053
50  ED21 - ED33 -0.668271484 0.5039603125 0.863931964
51  ED22 - ED33 -3.616639707 0.0002984523 0.003581427
52  ED23 - ED33 -0.668271484 0.5039603125 0.876452717
53  ED24 - ED33 -3.616639707 0.0002984523 0.003979364
54  ED31 - ED33  0.000000000 1.0000000000 1.000000000
55  ED32 - ED33 -3.652711179 0.0002594860 0.010379442
56  ED11 - ED34  1.870021056 0.0614808940 0.175659697
57  ED12 - ED34  0.565752563 0.5715619978 0.926857294
58  ED13 - ED34  1.870021056 0.0614808940 0.179944080
59  ED14 - ED34  0.565752563 0.5715619978 0.939553969
60  ED21 - ED34  2.984439695 0.0028409820 0.015496265
61  ED22 - ED34  0.036071472 0.9712253695 1.000000000
62  ED23 - ED34  2.984439695 0.0028409820 0.016234183
63  ED24 - ED34  0.036071472 0.9712253695 1.000000000
64  ED31 - ED34  3.652711179 0.0002594860 0.015569162
65  ED32 - ED34  0.000000000 1.0000000000 1.000000000
66  ED33 - ED34  3.652711179 0.0002594860 0.031138325
67  ED11 - ED41  1.826355590 0.0677967168 0.145278679
68  ED12 - ED41  0.522087097 0.6016096900 0.820376850
69  ED13 - ED41  1.826355590 0.0677967168 0.147920109
70  ED14 - ED41  0.522087097 0.6016096900 0.829806469
71  ED21 - ED41  2.940774229 0.0032739306 0.010913102
72  ED22 - ED41 -0.007593994 0.9939409276 1.000000000
73  ED23 - ED41  2.940774229 0.0032739306 0.011224905
74  ED24 - ED41 -0.007593994 0.9939409276 1.000000000
75  ED31 - ED41  3.609045713 0.0003073255 0.002304941
76  ED32 - ED41 -0.043665466 0.9651710669 1.000000000
77  ED33 - ED41  3.609045713 0.0003073255 0.002458604
78  ED34 - ED41 -0.043665466 0.9651710669 1.000000000
79  ED11 - ED42  1.833949584 0.0666614783 0.166653696
80  ED12 - ED42  0.529681091 0.5963330604 0.894499591
81  ED13 - ED42  1.833949584 0.0666614783 0.170199519
82  ED14 - ED42  0.529681091 0.5963330604 0.905822370
83  ED21 - ED42  2.948368223 0.0031945630 0.013690984
84  ED22 - ED42  0.000000000 1.0000000000 1.000000000
85  ED23 - ED42  2.948368223 0.0031945630 0.014198058
86  ED24 - ED42  0.000000000 1.0000000000 1.000000000
87  ED31 - ED42  3.616639707 0.0002984523 0.004476784
88  ED32 - ED42 -0.036071472 0.9712253695 1.000000000
89  ED33 - ED42  3.616639707 0.0002984523 0.005116325
90  ED34 - ED42 -0.036071472 0.9712253695 1.000000000
91  ED41 - ED42  0.007593994 0.9939409276 1.000000000
92  ED11 - ED43  1.826355590 0.0677967168 0.150659371
93  ED12 - ED43  0.522087097 0.6016096900 0.839455381
94  ED13 - ED43  1.826355590 0.0677967168 0.153502000
95  ED14 - ED43  0.522087097 0.6016096900 0.849331327
96  ED21 - ED43  2.940774229 0.0032739306 0.011555049
97  ED22 - ED43 -0.007593994 0.9939409276 1.000000000
98  ED23 - ED43  2.940774229 0.0032739306 0.011905202
99  ED24 - ED43 -0.007593994 0.9939409276 1.000000000
100 ED31 - ED43  3.609045713 0.0003073255 0.002634218
101 ED32 - ED43 -0.043665466 0.9651710669 1.000000000
102 ED33 - ED43  3.609045713 0.0003073255 0.002836850
103 ED34 - ED43 -0.043665466 0.9651710669 1.000000000
104 ED41 - ED43  0.000000000 1.0000000000 1.000000000
105 ED42 - ED43 -0.007593994 0.9939409276 1.000000000
106 ED11 - ED44  1.833949584 0.0666614783 0.173899509
107 ED12 - ED44  0.529681091 0.5963330604 0.917435478
108 ED13 - ED44  1.833949584 0.0666614783 0.177763942
109 ED14 - ED44  0.529681091 0.5963330604 0.929350224
110 ED21 - ED44  2.948368223 0.0031945630 0.014744137
111 ED22 - ED44  0.000000000 1.0000000000 1.000000000
112 ED23 - ED44  2.948368223 0.0031945630 0.015333903
113 ED24 - ED44  0.000000000 1.0000000000 1.000000000
114 ED31 - ED44  3.616639707 0.0002984523 0.005969045
115 ED32 - ED44 -0.036071472 0.9712253695 1.000000000
116 ED33 - ED44  3.616639707 0.0002984523 0.007162854
117 ED34 - ED44 -0.036071472 0.9712253695 1.000000000
118 ED41 - ED44  0.007593994 0.9939409276 1.000000000
119 ED42 - ED44  0.000000000 1.0000000000 1.000000000
120 ED43 - ED44  0.007593994 0.9939409276 1.000000000
   Group Letter MonoLetter
1   ED11    abc        abc
2   ED12    abc        abc
3   ED13    abc        abc
4   ED14    abc        abc
5   ED21    abc        abc
6   ED22      a        a  
7   ED23    abc        abc
8   ED24      a        a  
9   ED31      b         b 
10  ED32     ac        a c
11  ED33     bc         bc
12  ED34    abc        abc
13  ED41      a        a  
14  ED42      a        a  
15  ED43      a        a  
16  ED44      a        a  
