
Analise  de Dados com Kruskal-Wallis para amostras nao parametricas
    algo   a  b       tmin  nfo      time
                    Max.   : -3.000   Max.   :39.00   Max.   :0.03490   Max.   :1010.0  
      time       
 Min.   : 387.5  
 1st Qu.: 810.2  
 Median : 935.6  
 Mean   : 886.1  
 3rd Qu.: 991.6  
 Max.   :1079.2  

	Shapiro-Wilk normality test

data:  data[[vardata]]
W = 0.55852, p-value < 2.2e-16

Error in shapiro.test(dtdeb1[[vardata]]) : all 'x' values are identical

	Shapiro-Wilk normality test

data:  dtded1[[vardata]]
W = 0.27538, p-value = 4.402e-11


	Shapiro-Wilk normality test

data:  dtdeb2[[vardata]]
W = 0.34726, p-value = 1.803e-10


	Shapiro-Wilk normality test

data:  dtded2[[vardata]]
W = 0.80786, p-value = 9.149e-05


	Shapiro-Wilk normality test

data:  dtdea3[[vardata]]
W = 0.78515, p-value = 3.557e-05


	Shapiro-Wilk normality test

data:  dtdec3[[vardata]]
W = 0.88339, p-value = 0.003377

Error in shapiro.test(dtdea4[[vardata]]) : all 'x' values are identical

	Shapiro-Wilk normality test

data:  dtdec4[[vardata]]
W = 0.34671, p-value = 1.783e-10

Warning message:
In leveneTest.default(y = y, group = group, ...) : group coerced to factor.
Levene's Test for Homogeneity of Variance (center = median)
       Df F value    Pr(>F)    
group  15  10.597 < 2.2e-16 ***
      464                      
---
Signif. codes:  0 ‘***’ 0.001 ‘**’ 0.01 ‘*’ 0.05 ‘.’ 0.1 ‘ ’ 1

	Kruskal-Wallis rank sum test

data:  a by algo
Kruskal-Wallis chi-squared = 24.964, df = 15, p-value = 0.05043

Warning message:
algo was coerced to a factor. 
Dunn (1964) Kruskal-Wallis multiple comparison
  p-values adjusted with the Benjamini-Hochberg method.

     Comparison           Z    P.unadj     P.adj
1   ED11 - ED12 -0.28951160 0.77218990 1.0000000
2   ED11 - ED13  0.28951160 0.77218990 1.0000000
3   ED12 - ED13  0.57902320 0.56257352 1.0000000
4   ED11 - ED14  0.28951160 0.77218990 1.0000000
5   ED12 - ED14  0.57902320 0.56257352 1.0000000
6   ED13 - ED14  0.00000000 1.00000000 1.0000000
7   ED11 - ED21 -0.12474348 0.90072664 1.0000000
8   ED12 - ED21  0.16476812 0.86912650 1.0000000
9   ED13 - ED21 -0.41425508 0.67868731 1.0000000
10  ED14 - ED21 -0.41425508 0.67868731 1.0000000
11  ED11 - ED22 -0.27483590 0.78344232 1.0000000
12  ED12 - ED22  0.01467570 0.98829090 1.0000000
13  ED13 - ED22 -0.56434750 0.57251766 0.9956829
14  ED14 - ED22 -0.56434750 0.57251766 1.0000000
15  ED21 - ED22 -0.15009242 0.88069170 1.0000000
16  ED11 - ED23 -0.36289012 0.71668697 1.0000000
17  ED12 - ED23 -0.07337852 0.94150491 1.0000000
18  ED13 - ED23 -0.65240172 0.51414206 1.0000000
19  ED14 - ED23 -0.65240172 0.51414206 1.0000000
20  ED21 - ED23 -0.23814664 0.81176736 1.0000000
21  ED22 - ED23 -0.08805422 0.92983358 1.0000000
22  ED11 - ED24  2.11396834 0.03451797 0.1593137
23  ED12 - ED24  2.40347994 0.01623986 0.1771621
24  ED13 - ED24  1.82445674 0.06808305 0.2635473
25  ED14 - ED24  1.82445674 0.06808305 0.2723322
26  ED21 - ED24  2.23871182 0.02517467 0.1313461
27  ED22 - ED24  2.38880424 0.01690331 0.1352265
28  ED23 - ED24  2.47685846 0.01325445 0.7952667
29  ED11 - ED31  0.36289012 0.71668697 1.0000000
30  ED12 - ED31  0.65240172 0.51414206 1.0000000
31  ED13 - ED31  0.07337852 0.94150491 1.0000000
32  ED14 - ED31  0.07337852 0.94150491 1.0000000
33  ED21 - ED31  0.48763359 0.62580940 1.0000000
34  ED22 - ED31  0.63772601 0.52365205 1.0000000
35  ED23 - ED31  0.72578023 0.46797351 1.0000000
36  ED24 - ED31 -1.75107823 0.07993244 0.2740541
37  ED11 - ED32 -0.28951160 0.77218990 1.0000000
38  ED12 - ED32  0.00000000 1.00000000 1.0000000
39  ED13 - ED32 -0.57902320 0.56257352 1.0000000
40  ED14 - ED32 -0.57902320 0.56257352 1.0000000
41  ED21 - ED32 -0.16476812 0.86912650 1.0000000
42  ED22 - ED32 -0.01467570 0.98829090 1.0000000
43  ED23 - ED32  0.07337852 0.94150491 1.0000000
44  ED24 - ED32 -2.40347994 0.01623986 0.1948783
45  ED31 - ED32 -0.65240172 0.51414206 1.0000000
46  ED11 - ED33  2.06060215 0.03934101 0.1748489
47  ED12 - ED33  2.35011375 0.01876767 0.1185327
48  ED13 - ED33  1.77109055 0.07654565 0.2783478
49  ED14 - ED33  1.77109055 0.07654565 0.2870462
50  ED21 - ED33  2.18534563 0.02886351 0.1443176
51  ED22 - ED33  2.33543805 0.01952055 0.1115460
52  ED23 - ED33  2.42349226 0.01537208 0.6148832
53  ED24 - ED33 -0.05336619 0.95744014 1.0000000
54  ED31 - ED33  1.69771203 0.08956213 0.2985404
55  ED32 - ED33  2.35011375 0.01876767 0.1251178
56  ED11 - ED34 -0.28951160 0.77218990 1.0000000
57  ED12 - ED34  0.00000000 1.00000000 1.0000000
58  ED13 - ED34 -0.57902320 0.56257352 1.0000000
59  ED14 - ED34 -0.57902320 0.56257352 1.0000000
60  ED21 - ED34 -0.16476812 0.86912650 1.0000000
61  ED22 - ED34 -0.01467570 0.98829090 1.0000000
62  ED23 - ED34  0.07337852 0.94150491 1.0000000
63  ED24 - ED34 -2.40347994 0.01623986 0.2165314
64  ED31 - ED34 -0.65240172 0.51414206 1.0000000
65  ED32 - ED34  0.00000000 1.00000000 1.0000000
66  ED33 - ED34 -2.35011375 0.01876767 0.1324777
67  ED11 - ED41 -0.28951160 0.77218990 1.0000000
68  ED12 - ED41  0.00000000 1.00000000 1.0000000
69  ED13 - ED41 -0.57902320 0.56257352 1.0000000
70  ED14 - ED41 -0.57902320 0.56257352 1.0000000
71  ED21 - ED41 -0.16476812 0.86912650 1.0000000
72  ED22 - ED41 -0.01467570 0.98829090 1.0000000
73  ED23 - ED41  0.07337852 0.94150491 1.0000000
74  ED24 - ED41 -2.40347994 0.01623986 0.2435979
75  ED31 - ED41 -0.65240172 0.51414206 1.0000000
76  ED32 - ED41  0.00000000 1.00000000 1.0000000
77  ED33 - ED41 -2.35011375 0.01876767 0.1407576
78  ED34 - ED41  0.00000000 1.00000000 1.0000000
79  ED11 - ED42 -0.27483590 0.78344232 1.0000000
80  ED12 - ED42  0.01467570 0.98829090 1.0000000
81  ED13 - ED42 -0.56434750 0.57251766 1.0000000
82  ED14 - ED42 -0.56434750 0.57251766 1.0000000
83  ED21 - ED42 -0.15009242 0.88069170 1.0000000
84  ED22 - ED42  0.00000000 1.00000000 1.0000000
85  ED23 - ED42  0.08805422 0.92983358 1.0000000
86  ED24 - ED42 -2.38880424 0.01690331 0.1448855
87  ED31 - ED42 -0.63772601 0.52365205 1.0000000
88  ED32 - ED42  0.01467570 0.98829090 1.0000000
89  ED33 - ED42 -2.33543805 0.01952055 0.1171233
90  ED34 - ED42  0.01467570 0.98829090 1.0000000
91  ED41 - ED42  0.01467570 0.98829090 1.0000000
92  ED11 - ED43  0.57902320 0.56257352 1.0000000
93  ED12 - ED43  0.86853480 0.38510163 1.0000000
94  ED13 - ED43  0.28951160 0.77218990 1.0000000
95  ED14 - ED43  0.28951160 0.77218990 1.0000000
96  ED21 - ED43  0.70376668 0.48157809 1.0000000
97  ED22 - ED43  0.85385910 0.39318307 1.0000000
98  ED23 - ED43  0.94191332 0.34623702 1.0000000
99  ED24 - ED43 -1.53494514 0.12479730 0.3940967
100 ED31 - ED43  0.21613308 0.82888401 1.0000000
101 ED32 - ED43  0.86853480 0.38510163 1.0000000
102 ED33 - ED43 -1.48157895 0.13845236 0.4260073
103 ED34 - ED43  0.86853480 0.38510163 1.0000000
104 ED41 - ED43  0.86853480 0.38510163 1.0000000
105 ED42 - ED43  0.85385910 0.39318307 1.0000000
106 ED11 - ED44  2.11396834 0.03451797 0.1656863
107 ED12 - ED44  2.40347994 0.01623986 0.2783976
108 ED13 - ED44  1.82445674 0.06808305 0.2817230
109 ED14 - ED44  1.82445674 0.06808305 0.2917845
110 ED21 - ED44  2.23871182 0.02517467 0.1373164
111 ED22 - ED44  2.38880424 0.01690331 0.1560305
112 ED23 - ED44  2.47685846 0.01325445 1.0000000
113 ED24 - ED44  0.00000000 1.00000000 1.0000000
114 ED31 - ED44  1.75107823 0.07993244 0.2821145
115 ED32 - ED44  2.40347994 0.01623986 0.3247972
116 ED33 - ED44  0.05336619 0.95744014 1.0000000
117 ED34 - ED44  2.40347994 0.01623986 0.3897566
118 ED41 - ED44  2.40347994 0.01623986 0.4871957
119 ED42 - ED44  2.38880424 0.01690331 0.1690331
120 ED43 - ED44  1.53494514 0.12479730 0.4047480
Error : No significant differences.
