
Analise  de Dados com Kruskal-Wallis para amostras nao parametricas
    algo  ab       tmin nfo     time
100 ED41  13 0.05262561  45 14.74690
101 ED41  14 0.05151055  45 14.84451
102 ED41  17 0.05306956  45 17.88498
103 ED41   2 0.06523808  45 18.08063
104 ED41  15 0.05137355  45 14.49650
105 ED41  14 0.05151055  45 17.95235
106 ED41  14 0.05151055  45 15.73197
107 ED41  15 0.05137355  45 15.45949
108 ED41  14 0.05151055  45 15.75018
109 ED41  15 0.05137355  45 19.00433
110 ED41  52 0.07895378  45 15.06267
111 ED41  15 0.05137355  45 15.46964
112 ED41  15 0.05137355  45 14.91413
113 ED41  14 0.05151055  45 17.40256
114 ED41  13 0.05262561  45 18.27421
115 ED41  15 0.05137355  45 16.01891
116 ED41  15 0.05137355  45 14.97712
117 ED41  52 0.07895378  45 14.87296
118 ED41  17 0.05306956  45 15.71204
119 ED41  16 0.05222654  45 17.34499
120 ED41  15 0.05137355  45 15.74985
121 ED12  15 0.05137355  45 17.17812
122 ED12  15 0.05137355  45 15.58360
123 ED12  15 0.05137355  45 15.14987
124 ED12  14 0.05151055  45 14.97457
125 ED12  15 0.05137355  45 15.65507
126 ED12  22 0.05714748  45 16.15348
127 ED12  20 0.05554198  45 14.89854
128 ED12  16 0.05222654  45 16.14336
129 ED12  14 0.05151055  45 15.26377
130 ED12  14 0.05151055  45 16.07356
131 ED12  12 0.05374993  45 15.55562
132 ED12  16 0.05222654  45 16.76854
133 ED12  14 0.05151055  45 15.30465
134 ED12  16 0.05222654  45 15.32173
135 ED12  13 0.05262561  45 15.21730
136 ED12  17 0.05306956  45 15.34031
137 ED12  14 0.05151055  45 15.25999
138 ED12  13 0.05262561  45 15.05194
139 ED12  16 0.05222654  45 15.96333
140 ED12  14 0.05151055  45 14.96567
141 ED12  17 0.05306956  45 15.11110
142 ED12  15 0.05137355  45 15.74680
143 ED12  13 0.05262561  45 20.95834
144 ED12  15 0.05137355  45 14.96829
145 ED12  13 0.05262561  45 15.74912
146 ED12  12 0.05374993  45 16.09740
147 ED12  14 0.05151055  45 15.00446
148 ED12  16 0.05222654  45 15.24507
149 ED12  15 0.05137355  45 15.41476
150 ED12  15 0.05137355  45 15.61287
151 ED22   7 0.05946044  45 19.09220
152 ED22  15 0.05137355  45 18.04133
153 ED22  15 0.05137355  45 15.23157
154 ED22  10 0.05601938  45 15.25483
155 ED22  15 0.05137355  45 15.00353
156 ED22  15 0.05137355  45 14.75661
157 ED22  16 0.05222654  45 15.71502
158 ED22  14 0.05151055  45 15.32505
159 ED22  14 0.05151055  45 14.88967
160 ED22  10 0.05601938  45 14.78469
161 ED22  15 0.05137355  45 16.25773
162 ED22  15 0.05137355  45 16.09622
163 ED22  16 0.05222654  45 14.67407
164 ED22  13 0.05262561  45 15.35198
165 ED22  14 0.05151055  45 14.76955
166 ED22  15 0.05137355  45 15.03895
167 ED22  15 0.05137355  45 15.22589
168 ED22  17 0.05306956  45 15.09639
169 ED22  14 0.05151055  45 14.71507
170 ED22  15 0.05137355  45 15.08431
171 ED22  15 0.05137355  45 15.30916
172 ED22  15 0.05137355  45 15.86081
173 ED22  15 0.05137355  45 21.06888
174 ED22  13 0.05262561  45 15.99100
175 ED22  16 0.05222654  45 15.23343
176 ED22  15 0.05137355  45 16.52097
177 ED22  17 0.05306956  45 18.03109
178 ED22  16 0.05222654  45 15.22055
179 ED22  12 0.05374993  45 15.40363
180 ED22  21 0.05634866  45 16.51402
181 ED32  15 0.05137355  45 18.64637
182 ED32  26 0.06026992  45 15.59303
183 ED32  13 0.05262561  45 15.87144
184 ED32  15 0.05137355  45 15.24356
185 ED32  15 0.05137355  45 15.24828
186 ED32  15 0.05137355  45 15.29439
187 ED32  16 0.05222654  45 14.87270
188 ED32  13 0.05262561  45 15.40313
189 ED32  15 0.05137355  45 14.97994
190 ED32 -39 0.12404339  45 15.69237
191 ED32  12 0.05374993  45 16.70878
192 ED32  15 0.05137355  45 15.45692
193 ED32  15 0.05137355  45 14.66934
194 ED32  14 0.05151055  45 14.95678
195 ED32  13 0.05262561  45 14.71814
196 ED32  14 0.05151055  45 14.77395
197 ED32  15 0.05137355  45 15.50634
198 ED32  18 0.05390268  45 14.97747
199 ED32  15 0.05137355  45 15.71760
200 ED32  15 0.05137355  45 14.77583
 [ reached 'max' / getOption("max.print") -- omitted 40 rows ]
     algo                 ab           tmin              nfo          time      
 Length:240         Min.   :-39   Min.   :0.05137   Min.   :45   Min.   :14.50  
 Class :character   1st Qu.: 14   1st Qu.:0.05137   1st Qu.:45   1st Qu.:15.11  
 Mode  :character   Median : 15   Median :0.05223   Median :45   Median :15.58  
                    Mean   : 16   Mean   :0.05463   Mean   :45   Mean   :16.12  
                    3rd Qu.: 16   3rd Qu.:0.05375   3rd Qu.:45   3rd Qu.:16.73  
                    Max.   : 52   Max.   :0.12404   Max.   :45   Max.   :21.07  

	Shapiro-Wilk normality test

data:  data[[vardata]]
W = 0.39227, p-value < 2.2e-16

Warning message:
In leveneTest.default(y = y, group = group, ...) : group coerced to factor.
Levene's Test for Homogeneity of Variance (center = median)
       Df F value Pr(>F)
group   7  1.6577 0.1204
      232               

	Kruskal-Wallis rank sum test

data:  tmin by algo
Kruskal-Wallis chi-squared = 30.968, df = 7, p-value = 6.301e-05

Warning message:
algo was coerced to a factor. 
Dunn (1964) Kruskal-Wallis multiple comparison
  p-values adjusted with the Benjamini-Hochberg method.

    Comparison            Z      P.unadj       P.adj
1  ED11 - ED12  1.302906332 0.1926067419 0.337061798
2  ED11 - ED21 -1.113254755 0.2655990322 0.437457230
3  ED12 - ED21 -2.416161087 0.0156851204 0.043918337
4  ED11 - ED22  1.832034231 0.0669463208 0.144192076
5  ED12 - ED22  0.529127899 0.5967167290 0.795622305
6  ED21 - ED22  2.945288986 0.0032265315 0.011292860
7  ED11 - ED31 -1.780828305 0.0749405038 0.139888940
8  ED12 - ED31 -3.083734637 0.0020441984 0.011447511
9  ED21 - ED31 -0.667573550 0.5044058461 0.784631316
10 ED22 - ED31 -3.612862536 0.0003028353 0.002826462
11 ED11 - ED32  1.868068031 0.0617525890 0.157188408
12 ED12 - ED32  0.565161699 0.5719637857 0.842894000
13 ED21 - ED32  2.981322786 0.0028700610 0.013393618
14 ED22 - ED32  0.036033800 0.9712554083 1.000000000
15 ED31 - ED32  3.648896336 0.0002633693 0.007374342
16 ED11 - ED41  1.824448168 0.0680843456 0.136168691
17 ED12 - ED41  0.521541836 0.6019893696 0.766168289
18 ED21 - ED41  2.937702923 0.0033065370 0.010287004
19 ED22 - ED41 -0.007586063 0.9939472555 1.000000000
20 ED31 - ED41  3.605276473 0.0003118208 0.002182745
21 ED32 - ED41 -0.043619863 0.9652074187 1.000000000
22 ED11 - ED42  1.832034231 0.0669463208 0.156208082
23 ED12 - ED42  0.529127899 0.5967167290 0.835403421
24 ED21 - ED42  2.945288986 0.0032265315 0.012906126
25 ED22 - ED42  0.000000000 1.0000000000 1.000000000
26 ED31 - ED42  3.612862536 0.0003028353 0.004239694
27 ED32 - ED42 -0.036033800 0.9712554083 1.000000000
28 ED41 - ED42  0.007586063 0.9939472555 1.000000000
  Group Letter MonoLetter
1  ED11     ab         ab
2  ED12     ab         ab
3  ED21     ab         ab
4  ED22      a         a 
5  ED31      b          b
6  ED32      a         a 
7  ED41      a         a 
8  ED42      a         a 
