
Analise  de Dados com Kruskal-Wallis para amostras nao parametricas
    algo  ab       tmin nfo     time
100 ED41  13 0.05262561  45 14.74690
101 ED41  14 0.05151055  45 14.84451
102 ED41  17 0.05306956  45 17.88498
103 ED41   2 0.06523808  45 18.08063
104 ED41  15 0.05137355  45 14.49650
105 ED41  14 0.05151055  45 17.95235
106 ED41  14 0.05151055  45 15.73197
107 ED41  15 0.05137355  45 15.45949
108 ED41  14 0.05151055  45 15.75018
109 ED41  15 0.05137355  45 19.00433
110 ED41  52 0.07895378  45 15.06267
111 ED41  15 0.05137355  45 15.46964
112 ED41  15 0.05137355  45 14.91413
113 ED41  14 0.05151055  45 17.40256
114 ED41  13 0.05262561  45 18.27421
115 ED41  15 0.05137355  45 16.01891
116 ED41  15 0.05137355  45 14.97712
117 ED41  52 0.07895378  45 14.87296
118 ED41  17 0.05306956  45 15.71204
119 ED41  16 0.05222654  45 17.34499
120 ED41  15 0.05137355  45 15.74985
121 ED13  16 0.05222654  45 17.45415
122 ED13  19 0.05472679  45 16.25611
123 ED13  15 0.05137355  45 17.10221
124 ED13  18 0.05390268  45 16.58665
125 ED13  16 0.05222654  45 17.11703
126 ED13  15 0.05137355  45 15.08090
127 ED13  15 0.05137355  45 15.15717
128 ED13  13 0.05262561  45 18.40872
129 ED13  17 0.05306956  45 15.67863
130 ED13  18 0.05390268  45 16.29436
131 ED13  14 0.05151055  45 19.24602
132 ED13  16 0.05222654  45 17.12433
133 ED13  16 0.05222654  45 15.44823
134 ED13  14 0.05151055  45 15.42073
135 ED13  52 0.07895378  45 15.57770
136 ED13  27 0.06103419  45 15.11241
137 ED13  15 0.05137355  45 15.12178
138 ED13  -4 0.07407366  45 16.76996
139 ED13  18 0.05390268  45 15.43951
140 ED13   8 0.05830940  45 15.35650
141 ED13  15 0.05137355  45 16.92974
142 ED13  15 0.05137355  45 20.86281
143 ED13  15 0.05137355  45 18.14647
144 ED13  14 0.05151055  45 18.34173
145 ED13  12 0.05374993  45 15.30109
146 ED13  19 0.05472679  45 15.47463
147 ED13  15 0.05137355  45 18.08703
148 ED13  22 0.05714748  45 21.95649
149 ED13  20 0.05554198  45 15.55893
150 ED13  13 0.05262561  45 14.09756
151 ED23  25 0.05949947  45 21.45217
152 ED23  22 0.05714748  45 16.77721
153 ED23  14 0.05151055  45 17.53792
154 ED23  26 0.06026992  45 15.82232
155 ED23  16 0.05222654  45 16.39987
156 ED23  15 0.05137355  45 15.46138
157 ED23  19 0.05472679  45 15.09043
158 ED23   7 0.05946044  45 16.52230
159 ED23  15 0.05137355  45 14.85972
160 ED23  18 0.05390268  45 15.19728
161 ED23  11 0.05488161  45 18.17658
162 ED23   9 0.05716161  45 15.16957
163 ED23  52 0.07895378  45 15.21182
164 ED23  14 0.05151055  45 15.43879
165 ED23  15 0.05137355  45 15.14936
166 ED23  15 0.05137355  45 15.82865
167 ED23  15 0.05137355  45 17.17002
168 ED23  52 0.07895378  45 15.98195
169 ED23  14 0.05151055  45 15.30953
170 ED23  52 0.07895378  45 15.78884
171 ED23  16 0.05222654  45 16.44861
172 ED23  13 0.05262561  45 15.68430
173 ED23  15 0.05137355  45 19.25680
174 ED23  -7 0.07881485  45 15.57530
175 ED23  16 0.05222654  45 16.34417
176 ED23  26 0.06026992  45 16.01200
177 ED23  12 0.05374993  45 15.26693
178 ED23  12 0.05374993  45 20.13844
179 ED23  26 0.06026992  45 15.30267
180 ED23  13 0.05262561  45 15.14897
181 ED33   9 0.05716161  45 21.16232
182 ED33  16 0.05222654  45 17.64514
183 ED33  15 0.05137355  45 16.40598
184 ED33  13 0.05262561  45 15.58143
185 ED33  14 0.05151055  45 15.96860
186 ED33  13 0.05262561  45 15.18969
187 ED33  12 0.05374993  45 15.11377
188 ED33  22 0.05714748  45 16.05668
189 ED33  14 0.05151055  45 15.18424
190 ED33 -39 0.12404339  45 16.18848
191 ED33  22 0.05714748  45 15.71806
192 ED33  16 0.05222654  45 16.04773
193 ED33  20 0.05554198  45 15.56470
194 ED33  19 0.05472679  45 15.26825
195 ED33  23 0.05793859  45 15.29396
196 ED33  16 0.05222654  45 15.17834
197 ED33  31 0.06403614  45 15.72676
198 ED33  27 0.06103419  45 15.94843
199 ED33  12 0.05374993  45 16.25129
200 ED33  13 0.05262561  45 15.71562
 [ reached 'max' / getOption("max.print") -- omitted 40 rows ]
     algo                 ab              tmin              nfo          time      
 Length:240         Min.   :-39.00   Min.   :0.05137   Min.   :45   Min.   :14.10  
 Class :character   1st Qu.: 14.00   1st Qu.:0.05151   1st Qu.:45   1st Qu.:15.26  
 Mode  :character   Median : 15.00   Median :0.05263   Median :45   Median :15.81  
                    Mean   : 17.59   Mean   :0.05622   Mean   :45   Mean   :16.38  
                    3rd Qu.: 18.25   3rd Qu.:0.05635   3rd Qu.:45   3rd Qu.:17.11  
                    Max.   : 52.00   Max.   :0.12404   Max.   :45   Max.   :21.96  

	Shapiro-Wilk normality test

data:  data[[vardata]]
W = 0.52155, p-value < 2.2e-16

Warning message:
In leveneTest.default(y = y, group = group, ...) : group coerced to factor.
Levene's Test for Homogeneity of Variance (center = median)
       Df F value Pr(>F)
group   7  0.5258 0.8146
      232               

	Kruskal-Wallis rank sum test

data:  tmin by algo
Kruskal-Wallis chi-squared = 25.959, df = 7, p-value = 0.0005123

Warning message:
algo was coerced to a factor. 
Dunn (1964) Kruskal-Wallis multiple comparison
  p-values adjusted with the Benjamini-Hochberg method.

    Comparison          Z      P.unadj       P.adj
1  ED11 - ED13  0.0000000 1.0000000000 1.000000000
2  ED11 - ED21 -1.1730232 0.2407865017 0.337101102
3  ED13 - ED21 -1.1730232 0.2407865017 0.354843266
4  ED11 - ED23 -1.1730232 0.2407865017 0.374556780
5  ED13 - ED23 -1.1730232 0.2407865017 0.396589532
6  ED21 - ED23  0.0000000 1.0000000000 1.000000000
7  ED11 - ED31 -1.6816461 0.0926374931 0.216154151
8  ED13 - ED31 -1.6816461 0.0926374931 0.235804528
9  ED21 - ED31 -0.5086229 0.6110166022 0.712852703
10 ED23 - ED31 -0.5086229 0.6110166022 0.743846298
11 ED11 - ED33 -1.6816461 0.0926374931 0.259384981
12 ED13 - ED33 -1.6816461 0.0926374931 0.288205534
13 ED21 - ED33 -0.5086229 0.6110166022 0.777657494
14 ED23 - ED33 -0.5086229 0.6110166022 0.814688803
15 ED31 - ED33  0.0000000 1.0000000000 1.000000000
16 ED11 - ED41  1.6309715 0.1028963419 0.180068598
17 ED13 - ED41  1.6309715 0.1028963419 0.192073172
18 ED21 - ED41  2.8039947 0.0050473741 0.017665809
19 ED23 - ED41  2.8039947 0.0050473741 0.020189496
20 ED31 - ED41  3.3126175 0.0009242729 0.006469910
21 ED33 - ED41  3.3126175 0.0009242729 0.008626547
22 ED11 - ED43  1.6309715 0.1028963419 0.205792684
23 ED13 - ED43  1.6309715 0.1028963419 0.221622890
24 ED21 - ED43  2.8039947 0.0050473741 0.023554412
25 ED23 - ED43  2.8039947 0.0050473741 0.028265295
26 ED31 - ED43  3.3126175 0.0009242729 0.012939820
27 ED33 - ED43  3.3126175 0.0009242729 0.025879640
28 ED41 - ED43  0.0000000 1.0000000000 1.000000000
  Group Letter MonoLetter
1  ED11     ab         ab
2  ED13     ab         ab
3  ED21      a         a 
4  ED23      a         a 
5  ED31      a         a 
6  ED33      a         a 
7  ED41      b          b
8  ED43      b          b
