
Analise  de Dados com Kruskal-Wallis para amostras nao parametricas
    algo  a  b       tmin  nfo      time
4  DE13 - DE24  0.3745833 7.079704e-01 1.000000e+00
5  DE14 - DE24  0.0000000 1.000000e+00 1.000000e+00
6  DE23 - DE24  2.3746211 1.756697e-02 4.471593e-02
7  DE13 - DE33 -7.8594704 3.857611e-15 1.800219e-14
8  DE14 - DE33 -8.2340537 1.809825e-16 1.013502e-15
9  DE23 - DE33 -5.8594326 4.644513e-09 1.857805e-08
10 DE24 - DE33 -8.2340537 1.809825e-16 1.266878e-15
11 DE13 - DE34  0.3745833 7.079704e-01 1.000000e+00
12 DE14 - DE34  0.0000000 1.000000e+00 1.000000e+00
13 DE23 - DE34  2.3746211 1.756697e-02 4.918753e-02
14 DE24 - DE34  0.0000000 1.000000e+00 1.000000e+00
15 DE33 - DE34  8.2340537 1.809825e-16 1.689170e-15
16 DE13 - DE43  0.3745833 7.079704e-01 1.000000e+00
17 DE14 - DE43  0.0000000 1.000000e+00 1.000000e+00
18 DE23 - DE43  2.3746211 1.756697e-02 5.465281e-02
19 DE24 - DE43  0.0000000 1.000000e+00 1.000000e+00
20 DE33 - DE43  8.2340537 1.809825e-16 2.533755e-15
21 DE34 - DE43  0.0000000 1.000000e+00 1.000000e+00
22 DE13 - DE44  0.3745833 7.079704e-01 1.000000e+00
23 DE14 - DE44  0.0000000 1.000000e+00 1.000000e+00
24 DE23 - DE44  2.3746211 1.756697e-02 6.148441e-02
25 DE24 - DE44  0.0000000 1.000000e+00 1.000000e+00
26 DE33 - DE44  8.2340537 1.809825e-16 5.067510e-15
27 DE34 - DE44  0.0000000 1.000000e+00 1.000000e+00
28 DE43 - DE44  0.0000000 1.000000e+00 1.000000e+00
  Group Letter MonoLetter
1  DE13     ab        ab 
2  DE14      a        a  
3  DE23      b         b 
4  DE24      a        a  
5  DE33      c          c
6  DE34      a        a  
7  DE43     ab        ab 
8  DE44     ab        ab 
