
Analise  de Dados com Kruskal-Wallis para amostras nao parametricas
    algo  ab       tmin nfo     time
5  DE14 - DE24  0.59625102 0.5510075437 0.9075418367
6  DE22 - DE24  0.00000000 1.0000000000 1.0000000000
7  DE12 - DE31 -3.14404112 0.0016663203 0.0038880806
8  DE14 - DE31 -3.14404112 0.0016663203 0.0042415425
9  DE22 - DE31 -3.74029214 0.0001838065 0.0006433227
10 DE24 - DE31 -3.74029214 0.0001838065 0.0007352260
11 DE12 - DE33 -3.14404112 0.0016663203 0.0046656967
12 DE14 - DE33 -3.14404112 0.0016663203 0.0051841075
13 DE22 - DE33 -3.74029214 0.0001838065 0.0008577636
14 DE24 - DE33 -3.74029214 0.0001838065 0.0010293164
15 DE31 - DE33  0.00000000 1.0000000000 1.0000000000
16 DE12 - DE41  0.64735825 0.5174001068 0.9054501870
17 DE14 - DE41  0.64735825 0.5174001068 0.9658135328
18 DE22 - DE41  0.05110723 0.9592400743 1.0000000000
19 DE24 - DE41  0.05110723 0.9592400743 1.0000000000
20 DE31 - DE41  3.79139937 0.0001498008 0.0010486059
21 DE33 - DE41  3.79139937 0.0001498008 0.0013981412
22 DE12 - DE43  0.64735825 0.5174001068 1.0000000000
23 DE14 - DE43  0.64735825 0.5174001068 1.0000000000
24 DE22 - DE43  0.05110723 0.9592400743 1.0000000000
25 DE24 - DE43  0.05110723 0.9592400743 1.0000000000
26 DE31 - DE43  3.79139937 0.0001498008 0.0020972118
27 DE33 - DE43  3.79139937 0.0001498008 0.0041944236
28 DE41 - DE43  0.00000000 1.0000000000 1.0000000000
  Group Letter MonoLetter
1  DE12      a         a 
2  DE14      a         a 
3  DE22      a         a 
4  DE24      a         a 
5  DE31      b          b
6  DE33      b          b
7  DE41      a         a 
8  DE43      a         a 
